OBJECTID,aadt_type,priority,sh_sa_ir,faadt,fedfunccls,fed_urbrur,capacity,jurisdictn,link_id,nhs_status,num_lanes,offic_mile,prim_bmp,prirtecode,prim_emp,prirtename,segment_id,speed_lim,speedsrc,st_urbrur,strtname,townname,towncode,cntyname,cnty_no,surfc_type,dot_region,dot_regi_1,Shape_Leng,x,y,Damage_Status,Match_Type,Matched_Damage_OBJECTID,Dist_to_Damage_m,Z_Min,Z_Max,Z_Mean,Length3D,Min_Slope,Max_Slope,Avg_Slope,Shape_Length,Distance_to_Coast_m,Nearest_Gauge,Max_Height,Return_Period,Nearest_Wave_Gauge,Max_WVHT,Max_Dir,Avg_WVHT,Avg_Dir,Nearest_Wind_Gauge,Max_WSPD,Max_WSPD_Dir,Avg_WSPD,Avg_WSPD_Dir,Nearest_Precip_Gauge,Precipitation,Rel_Elev_Min,Rel_Elev_Mean,Rel_Elev_Max,Structure
93560,E,5,IR-0501156,64,Local,Urban,1000,Townway,184298,Non-fed aid non-NHS,2,Y,0.19,501156,0.24,RD INV 05 01156,41657,,Unposted,Urban,BAYVIEW AV,Scarborough,5200,Cumberland,5,Flexible,1,Southern,103.3638687,-70.27734977,43.56114397,No Damage,Control,127070,116.9734492,3,3,3,,0,0,0,103.3638687,74.24928574691907,Portland,9.3,280.71,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,South Portland,2.51,0.16536,0.16536,0.16536,No Structure
92650,E,5,IR-0520015,640,Local,Urban,1000,Townway,182949,Non-fed aid non-NHS,2,Y,0.42,520015,0.59,RD INV 05 20015,60622,,Unposted,Rural,KETTLE COVE RD,Cape Elizabeth,5040,Cumberland,5,Flexible,1,Southern,373.4061779,-70.21931697,43.56329195,Damage,Damage,92650,,4,6,4.56244421,,0,76.42877455,0.704184439,373.4061779,12.421408898163763,Portland,9.3,280.71,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,South Portland,2.51,1.16536,3.16536,1.72780421,No Structure
92862,E,5,IR-0520164,406,Local,Urban,1000,Townway,184343,Non-fed aid non-NHS,2,Y,0,520164,0.25,RD INV 05 20164,15481,,Unposted,Rural,FESSENDEN RD,Cape Elizabeth,5040,Cumberland,5,Flexible,1,Southern,559.8076857,-70.21650689,43.56427628,No Damage,Control,92650,251.4834437,6,12,9.312674648,,0,92.84014664,1.755095927,559.8076857,264.34656278015456,Portland,9.3,280.71,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,South Portland,2.51,3.16536,9.16536,6.478034648,No Structure
10555,A,4,SA-006,2144,Major Collector,Urban,1400,State aid,5649056,Fed aid non-NHS,2,Y,0.5,520096,0.67,RD INV 05 20096,9311,35,Posted,Urban,TWO LIGHTS RD,Cape Elizabeth,5040,Cumberland,5,Flexible,1,Southern,378.6687255,-70.21580482,43.56531695,No Damage,Control,92650,361.6346405,12,14,12.79790681,,0,84.9486854,1.928235007,286.8527643,370.7628724584689,Portland,9.3,280.71,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,South Portland,2.51,9.16536,11.16536,9.96326681,No Structure
17113,E,4,SA-006,1729,Major Collector,Urban,1400,State aid,5649055,Fed aid non-NHS,2,Y,0.67,520096,0.71,RD INV 05 20096,6455,35,Posted,Urban,TWO LIGHTS RD,Cape Elizabeth,5040,Cumberland,5,Flexible,1,Southern,90.66568937,-70.21499781,43.56437855,No Damage,Control,92650,368.3839659,12,12,12,,0,0,0,90.66568937,377.3021761451725,Portland,9.3,280.71,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,South Portland,2.51,9.16536,9.16536,9.16536,No Structure
143220,E,4,SA-006,1859,Major Collector,Urban,1400,State aid,3121870,Fed aid non-NHS,2,Y,0.71,520096,0.77,RD INV 05 20096,55605,35,Posted,Urban,TWO LIGHTS RD,Cape Elizabeth,5040,Cumberland,5,Flexible,1,Southern,128.3143764,-70.21433373,43.56360683,No Damage,Control,92650,403.0390045,10,12,10.58956733,,0,75.97484781,1.846376438,128.3143764,357.93284756900255,Portland,9.3,280.71,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,South Portland,2.51,7.16536,9.16536,7.75492733,No Structure
15934,A,4,SA-006,1859,Major Collector,Urban,1400,State aid,3105201,Fed aid non-NHS,2,Y,0.77,520096,0.82,RD INV 05 20096,41133,35,Posted,Urban,TWO LIGHTS RD,Cape Elizabeth,5040,Cumberland,5,Flexible,1,Southern,118.9898922,-70.2139116,43.56311087,No Damage,Control,92650,435.9946089,10,14,12.24361559,,0,65.4084962,5.578844468,118.9898922,350.61358940433377,Portland,9.3,280.71,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,South Portland,2.51,7.16536,11.16536,9.40897559,No Structure
92861,E,5,IR-0520158,144,Local,Urban,1000,Other,184335,Non-fed aid non-NHS,2,Y,0,520158,0.6,RD INV 05 20158,74465,,Unposted,Rural,CRESCENT BCH PK,Cape Elizabeth,5040,Cumberland,5,Flexible,1,Southern,1331.769615,-70.23315838,43.56468626,Damage,Damage,92861,,3,7,4.226885764,,0,90.512104,2.830558861,751.5669889,262.4717725647102,Portland,9.3,280.71,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,South Portland,2.51,0.16536,4.16536,1.392245764,No Structure
53074,E,5,IR-3177105,526,Local,Urban,1000,Townway,5082088,Non-fed aid non-NHS,2,Y,0,3177105,0.08,RD INV 31 77105,2698,,Unposted,Urban,HARBOR BEACH RD,York,31280,York,31,Flexible,1,Southern,166.7673691,-70.63965948,43.13335367,Damage,Damage,53074,,3,12,6.372433974,,0,165.1417992,8.603690908,166.7673691,110.5393362732345,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,York,4.25,0.47016,9.47016,3.842593974,No Structure
171887,E,3,SA-014,4172,Major Collector,Urban,1400,State aid,3118813,Fed aid non-NHS,2,Y,3.37,0001A,3.38,US 1A,49773,25,Posted,Urban,YORK ST,York,31280,York,31,Flexible,1,Southern,13.78881018,-70.63982406,43.13368979,No Damage,Control,53074,39.68922123,12,12,12,,0,0,0,13.78881019,144.32387366023383,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,York,4.25,9.47016,9.47016,9.47016,No Structure
22739,E,3,SA-014,4848,Major Collector,Urban,1400,State aid,3129709,Fed aid non-NHS,2,Y,3.34,0001A,3.37,US 1A,8790,25,Posted,Urban,YORK ST,York,31280,York,31,Flexible,1,Southern,73.50681521,-70.64028001,43.1338265,No Damage,Control,53074,72.79925348,11.8506,12,11.99894184,,0,29.93639164,0.424064358,73.50681522,138.5064976522147,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,York,4.25,9.32076,9.47016,9.46910184,No Structure
11288,E,5,IR-3177118,98,Local,Urban,1000,Townway,2526665,Non-fed aid non-NHS,2,Y,0,3177118,0.11,RD INV 31 77118,59972,,Unposted,Urban,ORCHARD LN,York,31280,York,31,Flexible,1,Southern,237.9471402,-70.63942754,43.13419202,No Damage,Control,53074,95.10123186,12,19,15.6101294,,0,177.3598125,5.628141794,237.9471402,162.6570139735667,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,York,4.25,9.47016,16.47016,13.0802894,No Structure
170605,E,5,IR-3177122,188,Local,Urban,1000,Townway,236933,Non-fed aid non-NHS,2,Y,0,3177122,0.09,RD INV 31 77122,20413,,Unposted,Urban,SIMPSON LN,York,31280,York,31,Flexible,1,Southern,193.5195266,-70.64089116,43.13361117,No Damage,Control,53074,103.966328,4,12,8.369230038,,0,175.0261898,6.753672268,193.5195266,97.69816254988336,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,York,4.25,1.47016,9.47016,5.839390038,No Structure
123242,E,3,SA-014,4671,Major Collector,Urban,1400,State aid,3122790,Fed aid non-NHS,2,Y,3.3,0001A,3.34,US 1A,65245,25,Posted,Urban,YORK ST,York,31280,York,31,Flexible,1,Southern,86.3136425,-70.64082484,43.13418468,No Damage,Control,53074,132.2150692,12,12,12,,0,0,0,86.31364249,154.0698091482409,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,York,4.25,9.47016,9.47016,9.47016,No Structure
102532,E,5,IR-3121327,408,Local,Urban,1000,Townway,5082410,Non-fed aid non-NHS,2,Y,0,3121327,0.528,RD INV 31 21327,77059,,Unposted,Urban,GREAT HILL RD,Kennebunk,31110,York,31,Flexible,1,Southern,1160.520973,-70.50601174,43.34455066,Damage,Damage,102532,,3,4.5146,3.562076251,,0,99.14673676,3.019070618,830.2013244,70.21769442438998,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,0.47016,1.98476,1.032236251,No Structure
13486,E,4,SA-001,3067,Minor Collector,Urban,1040,State aid,3941492,Fed aid non-NHS,2,Y,0.85,3120001,1.1,RD INV 31 20001,47569,,Unposted,Urban,BEACH AV,Kennebunk,31110,York,31,Flexible,1,Southern,560.562672,-70.48220773,43.34775127,Damage,Damage,13486,,3,4,3.785387202,,0,87.32199856,1.864811272,560.562672,13.585490862096412,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,0.47016,1.47016,1.255547202,No Structure
13489,E,4,SA-001,3067,Minor Collector,Urban,1040,State aid,3941492,Fed aid non-NHS,2,Y,0.84,3120001,0.85,RD INV 31 20001,68193,,Unposted,Urban,BEACH ST,Kennebunk,31110,York,31,Flexible,1,Southern,22.5658507,-70.48034863,43.34811032,No Damage,Control,13486,155.5396381,3,4,3.79831539,,0,69.40093931,5.291470531,22.5658507,28.206760251365967,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,0.47016,1.47016,1.26847539,No Structure
32025,E,5,IR-3121408,484,Local,Urban,1000,Townway,238771,Non-fed aid non-NHS,2,Y,0.18,3121408,0.26,RD INV 31 21408,85808,,Unposted,Urban,BAYBERRY DR,Kennebunk,31110,York,31,Flexible,1,Southern,171.3249707,-70.48386149,43.34848403,No Damage,Control,13486,156.5916961,3,3,3,,0,0,0,171.3249707,64.51427988080869,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,0.47016,0.47016,0.47016,No Structure
31822,E,5,IR-3121408,677,Local,Urban,1000,Townway,240977,Non-fed aid non-NHS,2,Y,0,3121408,0.18,RD INV 31 21408,8217,,Unposted,Urban,BAYBERRY DR,Kennebunk,31110,York,31,Flexible,1,Southern,404.0012311,-70.48106743,43.34895259,No Damage,Control,13486,162.3131324,3,3,3,,0,0,0,404.0012311,51.35758833850154,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,0.47016,0.47016,0.47016,No Structure
13492,E,4,SA-001,3067,Minor Collector,Urban,1040,State aid,3941492,Fed aid non-NHS,2,Y,0.77,3120001,0.84,RD INV 31 20001,92192,,Unposted,Urban,BEACH AV,Kennebunk,31110,York,31,Flexible,1,Southern,156.6670982,-70.47998954,43.34876467,No Damage,Control,13486,211.8235748,3,3,3,,0,0,0,156.6670982,75.60308128,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,0.47016,0.47016,0.47016,No Structure
116156,E,5,IR-3122337,70,Local,Urban,1000,Townway,5082392,Non-fed aid non-NHS,2,Y,0,3122337,0.25,RD INV 31 22337,91728,,Unposted,Urban,MARSHVIEW AV,Kennebunk,31110,York,31,Flexible,1,Southern,560.0728703,-70.48474207,43.34918681,No Damage,Control,13486,259.7597605,2,3,2.987948156,,0,79.41733743,0.635914019,493.9214321,11.976636108499353,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,-0.52984,0.47016,0.458108156,No Structure
31825,E,5,IR-3121920,70,Local,Urban,1000,Townway,240981,Non-fed aid non-NHS,2,Y,0.47,3121920,0.54,RD INV 31 21920,4631,,Unposted,Urban,PENINSULA DR,Kennebunk,31110,York,31,Flexible,1,Southern,160.9059693,-70.48709194,43.34639717,Damage,Damage,31825,,2,3,2.839924675,,0,47.84731655,3.760522015,57.1154168,87.20484098714977,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,-0.52984,0.47016,0.310084675,No Structure
104007,E,5,IR-3121408,364,Local,Urban,1000,Townway,5110486,Non-fed aid non-NHS,2,Y,0.32,3121408,0.38,RD INV 31 21408,10975,,Unposted,Urban,BAYBERRY DR,Kennebunk,31110,York,31,Flexible,1,Southern,141.1492538,-70.48626734,43.34762267,No Damage,Control,31825,151.7083132,2,3,2.849646086,,0,62.51177851,7.568885998,125.4798793,128.36970747850674,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,-0.52984,0.47016,0.319806086,No Structure
31827,E,5,IR-3121408,367,Local,Urban,1000,Townway,240984,Non-fed aid non-NHS,2,Y,0.26,3121408,0.32,RD INV 31 21408,23230,,Unposted,Urban,BAYBERRY DR,Kennebunk,31110,York,31,Flexible,1,Southern,139.9252702,-70.48549607,43.34798286,No Damage,Control,31825,218.498457,2,3,2.686192051,,0,52.98997527,3.130478543,139.9252702,126.1834851840611,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,-0.52984,0.47016,0.156352051,No Structure
31826,E,5,IR-3121409,247,Local,Urban,1000,Townway,240983,Non-fed aid non-NHS,2,Y,0.18,3121409,0.25,RD INV 31 21409,24125,,Unposted,Urban,SURF LN,Kennebunk,31110,York,31,Flexible,1,Southern,160.5011361,-70.48561597,43.34749304,Damage,Damage,31826,,2,4,2.754073693,,0,90.34949142,3.337478707,160.5011361,84.98903986694818,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,-0.52984,1.47016,0.224233693,No Structure
104007,E,5,IR-3121408,364,Local,Urban,1000,Townway,5110486,Non-fed aid non-NHS,2,Y,0.32,3121408,0.38,RD INV 31 21408,10975,,Unposted,Urban,BAYBERRY DR,Kennebunk,31110,York,31,Flexible,1,Southern,141.1492538,-70.48626734,43.34762267,No Damage,Control,31826,54.6073683,2,3,2.849646086,,0,62.51177851,7.568885998,125.4798793,128.36970747850674,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,-0.52984,0.47016,0.319806086,No Structure
31827,E,5,IR-3121408,367,Local,Urban,1000,Townway,240984,Non-fed aid non-NHS,2,Y,0.26,3121408,0.32,RD INV 31 21408,23230,,Unposted,Urban,BAYBERRY DR,Kennebunk,31110,York,31,Flexible,1,Southern,139.9252702,-70.48549607,43.34798286,No Damage,Control,31826,55.32168025,2,3,2.686192051,,0,52.98997527,3.130478543,139.9252702,126.1834851840611,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,-0.52984,0.47016,0.156352051,No Structure
102509,E,5,IR-3121920,134,Local,Urban,1000,Townway,5082393,Non-fed aid non-NHS,2,Y,0,3121920,0.15,RD INV 31 21920,52039,,Unposted,Urban,PENINSULA DR,Kennebunk,31110,York,31,Flexible,1,Southern,336.4470468,-70.48562828,43.34875595,No Damage,Control,31826,140.4327125,3,3,3,,0,0,0,288.6218022,93.57404403586206,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,0.47016,0.47016,0.47016,No Structure
102510,E,5,IR-3121409,156,Local,Urban,1000,Townway,5082394,Non-fed aid non-NHS,2,Y,0,3121409,0.18,RD INV 31 21409,23678,,Unposted,Urban,SURF LN,Kennebunk,31110,York,31,Flexible,1,Southern,394.4249467,-70.4868768,43.34842041,No Damage,Control,31826,145.009116,2,3,2.242794329,,0,64.07552341,3.299767476,130.5079279,163.61802071491277,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,-0.52984,0.47016,-0.287045671,No Structure
31831,E,4,SA-001,2816,Minor Collector,Urban,1040,State aid,240990,Fed aid non-NHS,2,Y,0,3120813,0.08,RD INV 31 20813,63615,,Unposted,Urban,BEACH AV,Kennebunk,31110,York,31,Flexible,1,Southern,177.9097756,-70.48562474,43.34664706,Damage,Damage,31831,,3,4,3.805859285,,0,59.10184326,0.650289978,177.9097756,12.044260094358004,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,0.47016,1.47016,1.276019285,No Structure
104007,E,5,IR-3121408,364,Local,Urban,1000,Townway,5110486,Non-fed aid non-NHS,2,Y,0.32,3121408,0.38,RD INV 31 21408,10975,,Unposted,Urban,BAYBERRY DR,Kennebunk,31110,York,31,Flexible,1,Southern,141.1492538,-70.48626734,43.34762267,No Damage,Control,31831,120.2853637,2,3,2.849646086,,0,62.51177851,7.568885998,125.4798793,128.36970747850674,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,-0.52984,0.47016,0.319806086,No Structure
31827,E,5,IR-3121408,367,Local,Urban,1000,Townway,240984,Non-fed aid non-NHS,2,Y,0.26,3121408,0.32,RD INV 31 21408,23230,,Unposted,Urban,BAYBERRY DR,Kennebunk,31110,York,31,Flexible,1,Southern,139.9252702,-70.48549607,43.34798286,No Damage,Control,31831,148.8981412,2,3,2.686192051,,0,52.98997527,3.130478543,139.9252702,126.1834851840611,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,-0.52984,0.47016,0.156352051,No Structure
102510,E,5,IR-3121409,156,Local,Urban,1000,Townway,5082394,Non-fed aid non-NHS,2,Y,0,3121409,0.18,RD INV 31 21409,23678,,Unposted,Urban,SURF LN,Kennebunk,31110,York,31,Flexible,1,Southern,394.4249467,-70.4868768,43.34842041,No Damage,Control,31831,221.6599104,2,3,2.242794329,,0,64.07552341,3.299767476,130.5079279,163.61802071491277,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,-0.52984,0.47016,-0.287045671,No Structure
174156,E,4,SA-001,2786,Minor Collector,Urban,1040,State aid,3114759,Fed aid non-NHS,2,Y,0.08,3120813,0.47,RD INV 31 20813,58376,,Unposted,Urban,BEACH AV,Kennebunk,31110,York,31,Flexible,1,Southern,861.7715888,-70.48772058,43.34512788,Damage,Damage,174156,,3,4,3.673060381,,0,77.83967585,4.453523798,191.9228168,11.039005554617322,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,0.47016,1.47016,1.143220381,No Structure
104007,E,5,IR-3121408,364,Local,Urban,1000,Townway,5110486,Non-fed aid non-NHS,2,Y,0.32,3121408,0.38,RD INV 31 21408,10975,,Unposted,Urban,BAYBERRY DR,Kennebunk,31110,York,31,Flexible,1,Southern,141.1492538,-70.48626734,43.34762267,No Damage,Control,174156,301.2715412,2,3,2.849646086,,0,62.51177851,7.568885998,125.4798793,128.36970747850674,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,-0.52984,0.47016,0.319806086,No Structure
31827,E,5,IR-3121408,367,Local,Urban,1000,Townway,240984,Non-fed aid non-NHS,2,Y,0.26,3121408,0.32,RD INV 31 21408,23230,,Unposted,Urban,BAYBERRY DR,Kennebunk,31110,York,31,Flexible,1,Southern,139.9252702,-70.48549607,43.34798286,No Damage,Control,174156,364.879614,2,3,2.686192051,,0,52.98997527,3.130478543,139.9252702,126.1834851840611,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Kennebunk,3.21,-0.52984,0.47016,0.156352051,No Structure
53552,E,5,IR-3180020,995,Local,Rural,1000,Townway,5082311,Non-fed aid non-NHS,2,Y,0,3180020,0.35,RD INV 31 80020,98108,25,Posted,Urban,ELDRIDGE RD,Wells,31270,York,31,Flexible,1,Southern,782.4609855,-70.57328784,43.2907066,Damage,Damage,53552,,2,4,2.425977565,,0,88.84260651,2.436122353,600.615891,12.706920499087932,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Wells,3.11,-0.52984,1.47016,-0.103862435,No Structure
150006,E,5,IR-3180081,1925,Local,Rural,1000,Townway,234081,Non-fed aid non-NHS,2,Y,0.17,3180081,0.31,RD INV 31 80081,92215,25,Posted,Urban,WEBHANNET DR,Wells,31270,York,31,Flexible,1,Southern,304.5990754,-70.57108965,43.29033179,No Damage,Control,53552,182.7317247,4,4,4,,0,0,0,304.5990754,11.815028012299916,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Wells,3.11,1.47016,1.47016,1.47016,No Structure
150817,E,5,IR-3180049,104,Local,Rural,1000,Townway,234075,Non-fed aid non-NHS,2,Y,0.06,3180049,0.1,RD INV 31 80049,27934,,Unposted,Urban,SEAVIEW DR,Wells,31270,York,31,Flexible,1,Southern,85.4400416,-70.5725007,43.28912582,No Damage,Control,53552,186.9643331,3,3,3,,0,0,0,85.4400416,39.56248213648381,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Wells,3.11,0.47016,0.47016,0.47016,No Structure
150816,E,5,IR-3180049,157,Local,Rural,1000,Townway,234074,Non-fed aid non-NHS,2,Y,0.1,3180049,0.15,RD INV 31 80049,100274,,Unposted,Urban,SEAVIEW DR,Wells,31270,York,31,Flexible,1,Southern,104.4767534,-70.5718804,43.28909596,No Damage,Control,53552,212.2539904,3,4,3.161806269,,0,51.18507061,3.399087726,104.4767534,19.61359997375284,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Wells,3.11,0.47016,1.47016,0.631966269,No Structure
170213,E,5,IR-3180004,161,Local,Rural,1000,Townway,2036753,Non-fed aid non-NHS,2,Y,0.2,3180004,0.32,RD INV 31 80004,92527,,Unposted,Urban,BEACHWOOD TER,Wells,31270,York,31,Flexible,1,Southern,259.7302521,-70.57525876,43.28939096,No Damage,Control,53552,216.4458153,4,6,5.452943142,,0,66.61532867,1.855464041,212.1868387,86.44279717439942,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Wells,3.11,1.47016,3.47016,2.923103142,No Structure
150005,E,5,IR-3180049,104,Local,Rural,1000,Townway,234078,Non-fed aid non-NHS,2,Y,0,3180049,0.06,RD INV 31 80049,19428,,Unposted,Urban,SEAVIEW DR,Wells,31270,York,31,Flexible,1,Southern,127.6061374,-70.57307649,43.28857103,No Damage,Control,53552,238.0799005,3,6,4.150118021,,0,68.95191985,2.616830878,127.6061374,91.22390105656744,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Wells,3.11,0.47016,3.47016,1.620278021,No Structure
53080,E,5,IR-3180081,1753,Local,Rural,1000,Townway,5082319,Non-fed aid non-NHS,2,Y,0.57,3180081,1.01,RD INV 31 80081,94548,25,Posted,Urban,WEBHANNET DR,Wells,31270,York,31,Flexible,1,Southern,978.5874417,-70.56918761,43.2964397,Damage,Damage,53080,,2,4,2.789278002,,0,96.47743813,2.755957951,978.5874417,7.750241860245553,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Wells,3.11,-0.52984,1.47016,0.259438002,No Structure
53079,E,5,IR-3180081,2936,Local,Rural,1000,Townway,5082318,Non-fed aid non-NHS,2,Y,0.49,3180081,0.57,RD INV 31 80081,19379,25,Posted,Urban,WEBHANNET DR,Wells,31270,York,31,Flexible,1,Southern,172.0277519,-70.56867204,43.29359981,No Damage,Control,53080,318.5261438,2,2,2,,0,0,0,172.0277519,21.095380235137803,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Wells,3.11,-0.52984,-0.52984,-0.52984,No Structure
150007,E,5,IR-3180028,85,Local,Rural,1000,Townway,234082,Non-fed aid non-NHS,2,Y,0,3180028,0.05,RD INV 31 80028,48170,,Unposted,Urban,GOLD RIBBON DR,Wells,31270,York,31,Flexible,1,Southern,121.3113521,-70.56850603,43.29333796,No Damage,Control,53080,349.2810084,2,4,3.485662672,,0,78.39936771,1.916356369,121.3113521,24.36116090570064,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Wells,3.11,-0.52984,1.47016,0.955822672,No Structure
150008,E,5,IR-3180023,124,Local,Rural,1000,Townway,234087,Non-fed aid non-NHS,2,Y,0,3180023,0.06,RD INV 31 80023,5995,,Unposted,Urban,FOLSOM LN,Wells,31270,York,31,Flexible,1,Southern,127.8934794,-70.56852479,43.30024473,No Damage,Control,53080,426.4866693,3,3,3,,0,0,0,127.8934794,49.88401115486621,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Wells,3.11,0.47016,0.47016,0.47016,No Structure
150018,E,5,IR-3180013,136,Local,Rural,1000,Townway,234104,Non-fed aid non-NHS,2,Y,0,3180013,0.07,RD INV 31 80013,91839,,Unposted,Urban,CRESCENT LN,Wells,31270,York,31,Flexible,1,Southern,156.1978605,-70.56792273,43.30041147,No Damage,Control,53080,453.3481974,3,4,3.474319843,,0,92.8309766,1.570799244,156.1978605,59.47815430690191,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Wells,3.11,0.47016,1.47016,0.944479843,No Structure
53101,E,5,IR-3180081,1595,Local,Rural,1000,Townway,5082343,Non-fed aid non-NHS,2,Y,1.01,3180081,1.04,RD INV 31 80081,92265,25,Posted,Urban,WEBHANNET DR,Wells,31270,York,31,Flexible,1,Southern,57.81904173,-70.56893884,43.30053674,No Damage,Control,53080,456.0146752,3,3,3,,0,0,0,57.81904173,27.329989540755687,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Wells,3.11,0.47016,0.47016,0.47016,No Structure
53081,E,5,IR-3180028,85,Local,Rural,1000,Townway,5082320,Non-fed aid non-NHS,2,Y,0.05,3180028,0.09,RD INV 31 80028,3548,,Unposted,Urban,GOLD RIBBON DR,Wells,31270,York,31,Flexible,1,Southern,90.1386434,-70.56820688,43.29392069,Damage,Damage,53081,,2,4,3.358863048,,0,93.1628457,2.795899632,90.13864339,25.568036111853413,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Wells,3.11,-0.52984,1.47016,0.829023048,No Structure
53079,E,5,IR-3180081,2936,Local,Rural,1000,Townway,5082318,Non-fed aid non-NHS,2,Y,0.49,3180081,0.57,RD INV 31 80081,19379,25,Posted,Urban,WEBHANNET DR,Wells,31270,York,31,Flexible,1,Southern,172.0277519,-70.56867204,43.29359981,No Damage,Control,53081,51.86865907,2,2,2,,0,0,0,172.0277519,21.095380235137803,Seavey,8.3,109.8,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Wells,3.11,-0.52984,-0.52984,-0.52984,No Structure
