OBJECTID,aadt_type,priority,sh_sa_ir,faadt,fedfunccls,fed_urbrur,capacity,jurisdictn,link_id,nhs_status,num_lanes,offic_mile,prim_bmp,prirtecode,prim_emp,prirtename,segment_id,speed_lim,speedsrc,st_urbrur,strtname,townname,towncode,cntyname,cnty_no,surfc_type,dot_region,dot_regi_1,Shape_Leng,x,y,Damage_Status,Match_Type,Matched_Damage_OBJECTID,Dist_to_Damage_m,Z_Min,Z_Max,Z_Mean,Length3D,Min_Slope,Max_Slope,Avg_Slope,Shape_Length,Distance_to_Coast_m,Nearest_Gauge,Max_Height,Return_Period,Nearest_Wave_Gauge,Max_WVHT,Max_Dir,Avg_WVHT,Avg_Dir,Nearest_Wind_Gauge,Max_WSPD,Max_WSPD_Dir,Avg_WSPD,Avg_WSPD_Dir,Nearest_Precip_Gauge,Precipitation,Rel_Elev_Min,Rel_Elev_Mean,Rel_Elev_Max,Structure
149052,E,5,IR-0901297,371,Local,Rural,1000,Townway,5097984,Non-fed aid non-NHS,2,Y,0.734,901297,1.13,RD INV 09 01297,37911,25,Posted,Rural,WADSWORTH COVE RD,Castine,9080,Hancock,9,Flexible,4,Eastern,892.7415689,-68.81051304,44.39741219,Damage,Damage,149052,,2,4,3.262024629,,0,78.15485628,2.115002643,892.7415689,12.880811485801052,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,1.28,-1.096768,0.903232,0.165256629,No Structure
5641,E,4,SH-0255,2400,Major Collector,Rural,1800,State hwy,3107595,Fed aid non-NHS,2,Y,0.74,0166X,0.788,ST RTE 166,22364,40,Posted,Rural,CASTINE RD,Castine,9080,Hancock,9,Flexible,4,Eastern,107.7113755,-68.80538104,44.39747818,No Damage,Control,149052,407.7993474,4,5,4.212261753,,0,61.00398074,1.039830899,107.7113755,12.956776729711295,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,1.28,0.903232,1.903232,1.115493753,Cross Culvert
5638,E,4,SH-0255,2400,Major Collector,Rural,1800,State hwy,3107595,Fed aid non-NHS,2,Y,0.788,0166X,1,ST RTE 166,22044,45,Posted,Rural,CASTINE RD,Castine,9080,Hancock,9,Flexible,4,Eastern,476.1606133,-68.8052281,44.39900462,No Damage,Control,149052,455.6885441,5,18,11.21406985,,0,96.41531987,3.195721643,476.1606133,57.61052232812575,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,1.28,1.903232,14.903232,8.11730185,Cross Culvert
4578,E,4,SH-0255,2403,Major Collector,Rural,1800,State hwy,3107594,Fed aid non-NHS,2,Y,0.5,0166X,0.74,ST RTE 166,35448,40,Posted,Rural,CASTINE RD,Castine,9080,Hancock,9,Flexible,4,Eastern,541.1717066,-68.80313989,44.39582734,No Damage,Control,149052,611.7325645,3,25,10.7062008,,0,92.38590928,6.074337938,541.1717066,92.27743574527692,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,1.28,-0.096768,21.903232,7.6094328,Cross Culvert
149098,E,5,IR-0901297,371,Local,Rural,1000,Townway,5097984,Non-fed aid non-NHS,2,Y,0,901297,0.734,RD INV 09 01297,11251,35,Posted,Rural,WADSWORTH COVE RD,Castine,9080,Hancock,9,Flexible,4,Eastern,1656.430872,-68.8079884,44.39151776,No Damage,Control,149052,685.4386262,3,37,20.2648448,,0,92.94423206,5.172195959,829.6403309,389.5429163289202,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,1.28,-0.096768,33.903232,17.1680768,No Structure
4587,E,4,SH-0255,2400,Major Collector,Rural,1800,State hwy,3107595,Fed aid non-NHS,2,Y,1,0166X,1.27,ST RTE 166,11101,45,Posted,Rural,CASTINE RD,Castine,9080,Hancock,9,Flexible,4,Eastern,604.2207651,-68.80394886,44.40222532,No Damage,Control,149052,747.2578248,18,30,26.60895141,,0,93.5956434,2.981994208,576.9527412,224.2825651876609,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Penobscott Bay,21.42,297.8,13.1,301.07,Belfast,1.28,14.903232,26.903232,23.51218341,No Structure
42643,E,5,IR-2901406,220,Local,Rural,1000,Townway,5101585,Non-fed aid non-NHS,2,Y,0.12,2901406,0.21,RD INV 29 01406,10159,,Unposted,Rural,LOWER WATER ST,Lubec,29260,Washington,29,Flexible,4,Eastern,209.6644335,-66.98243778,44.85768614,Damage,Damage,42643,,4,5,4.348053374,209.9691255,0,74.87965246,0.737357197,209.6644335,26.08119830072449,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,1.519184,0.867237374,No Structure
150183,A,5,IR-2901403,350,Local,Rural,1000,Townway,231504,Non-fed aid non-NHS,2,Y,0.11,2901403,0.2,RD INV 29 01403,27928,,Unposted,Rural,PLEASANT ST,Lubec,29260,Washington,29,Flexible,4,Eastern,212.6271516,-66.98324919,44.85756764,No Damage,Control,42643,65.3000524,4,6,4.960534062,213.0806695,0,62.94629286,1.116466287,212.6271516,66.87365120477139,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,2.519184,1.479718062,No Structure
42445,A,5,IR-2901920,220,Local,Rural,1000,Townway,5101570,Non-fed aid non-NHS,2,Y,0,2901920,0.04,RD INV 29 01920,19930,,Unposted,Rural,LOWER WATER ST,Lubec,29260,Washington,29,Flexible,4,Eastern,94.15121012,-66.9831112,44.85807442,No Damage,Control,42643,68.42179709,4,6,5.031077467,94.80105515,0,67.57374646,3.923105421,94.15121012,74.95887024854206,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,2.519184,1.550261467,No Structure
42444,A,5,IR-2901403,550,Local,Rural,1000,Townway,5101569,Non-fed aid non-NHS,2,Y,0.2,2901403,0.24,RD INV 29 01403,27051,,Unposted,Rural,PLEASANT ST,Lubec,29260,Washington,29,Flexible,4,Eastern,98.42985753,-66.98348419,44.85824847,No Damage,Control,42643,103.5018919,6,6,6,98.42985753,0,0,0,98.42985753,83.15579886513486,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,2.519184,2.519184,2.519184,No Structure
150738,A,5,IR-2901404,150,Local,Rural,1000,Townway,231508,Non-fed aid non-NHS,2,Y,0.2,2901404,0.24,RD INV 29 01404,11656,,Unposted,Rural,DEWEY MOWRY ST,Lubec,29260,Washington,29,Flexible,4,Eastern,90.90479488,-66.98269949,44.8567592,No Damage,Control,42643,105.1150586,4,4,4,90.90479487,0,0,0,90.90479487,6.680782875450585,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,0.519184,0.519184,No Structure
42644,A,5,IR-2901406,80,Local,Rural,1000,Townway,5101586,Non-fed aid non-NHS,2,Y,0.1,2901406,0.12,RD INV 29 01406,45091,,Unposted,Rural,LOWER WATER ST,Lubec,29260,Washington,29,Flexible,4,Eastern,54.76557012,-66.98215126,44.85672122,No Damage,Control,42643,109.6453056,4,4,4,54.76557013,0,0,0,54.76557013,5.226832627614186,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,0.519184,0.519184,No Structure
148970,A,5,IR-2900599,740,Local,Rural,1000,Townway,230941,Non-fed aid non-NHS,2,Y,2.48,2900599,2.9,RD INV 29 00599,93267,,Unposted,Rural,RIDGE RD,Addison,29010,Washington,29,Flexible,4,Eastern,948.0684346,-67.74701672,44.61748267,Damage,Damage,148970,,0,11,4.067830674,957.7667151,0,353.1005788,4.825029543,948.0684346,5.050091733801979,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,-3.480816,7.519184,0.587014674,No Structure
22560,E,4,SA-003,1237,Major Collector,Rural,1800,State aid,3129526,Fed aid non-NHS,2,Y,0,2900601,0.06,RD INV 29 00601,6021,,Unposted,Rural,WATER ST,Addison,29010,Washington,29,Flexible,4,Eastern,142.6906167,-67.74419532,44.61859562,No Damage,Control,148970,255.3097562,4,6,4.52725831,143.1440957,0,73.59013189,1.575402958,142.6906167,72.21306314,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,0.519184,2.519184,1.04644231,No Structure
8528,E,4,SA-003,1136,Major Collector,Rural,1800,State aid,3113013,Fed aid non-NHS,2,Y,2.39,2900599,2.48,RD INV 29 00599,69167,,Unposted,Rural,WATER ST,Addison,29010,Washington,29,Flexible,4,Eastern,207.0485354,-67.74443787,44.61914061,No Damage,Control,148970,275.0428692,6,10,7.666888785,208.0350565,0,63.64336927,2.51078589,207.0485354,96.08020780022282,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,2.519184,6.519184,4.186072785,No Structure
8532,E,4,SA-003,1136,Major Collector,Rural,1800,State aid,3113013,Fed aid non-NHS,2,Y,2.37,2900599,2.39,RD INV 29 00599,96571,,Unposted,Rural,WATER ST,Addison,29010,Washington,29,Flexible,4,Eastern,45.72652656,-67.74397873,44.62004018,No Damage,Control,148970,372.4110215,10,11,10.82067797,45.98745708,0,68.54751939,2.523911588,45.72652655,112.73232203561244,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,6.519184,7.519184,7.33986197,No Structure
42376,E,5,IR-2900968,146,Local,Rural,1000,Townway,5102096,Non-fed aid non-NHS,2,Y,0,2900968,0.12,RD INV 29 00968,54942,,Unposted,Rural,PLEASANT ST,Addison,29010,Washington,29,Unimproved,4,Eastern,263.167959,-67.74311541,44.61950183,No Damage,Control,148970,381.7802762,4,12,7.595715415,265.6433738,0,98.78887325,3.772169032,263.167959,148.6673015042453,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,0.519184,8.519184,4.114899415,No Structure
149573,E,5,IR-2900967,184,Local,Rural,1000,Townway,231057,Non-fed aid non-NHS,2,Y,0.33,2900967,0.38,RD INV 29 00967,17093,25,Posted,Rural,SCHOOL ST,Addison,29010,Washington,29,Flexible,4,Eastern,112.0794824,-67.74325686,44.62013795,No Damage,Control,148970,419.2038908,11,12,11.42478621,112.3744504,0,78.93857112,1.084892665,112.0794824,163.53011064876273,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,7.519184,8.519184,7.94397021,No Structure
141128,A,5,IR-2900319,210,Local,Rural,1000,Townway,3935521,Non-fed aid non-NHS,2,Y,6.33,2900319,6.95,RD INV 29 00319,63062,25,Posted,Rural,JOHNSON COVE RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,1401.760169,-67.47784679,44.61057645,Damage,Damage,141128,,0,17,9.709777363,1412.127952,0,95.86258648,3.52831979,1401.760169,17.199802880063185,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,-3.480816,13.519184,6.228961363,Bridge
141129,A,5,IR-2900319,210,Local,Rural,1000,Townway,3935521,Non-fed aid non-NHS,2,Y,6.95,2900319,9.05,RD INV 29 00319,83582,35,Posted,Rural,JOHNSON COVE RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,4747.623454,-67.45722534,44.60728752,No Damage,Control,141128,,4,25,14.7484477,4087.588848,0,99.09257493,2.970793582,4061.519399,325.13962515443905,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,21.519184,11.2676317,No Structure
8171,A,4,SA-001,612,Minor Collector,Rural,1600,State aid,3113051,Non-fed aid non-NHS,2,Y,4.93,2900319,6.33,RD INV 29 00319,59201,,Unposted,Rural,ROQUE BLUFFS RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,3175.930458,-67.47813632,44.62600104,No Damage,Control,141128,,7,17,12.59785122,729.78443,0,92.74124875,2.151614766,726.4379427,677.9245267318055,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,3.519184,13.519184,9.11703522,Cross Culvert
141129,A,5,IR-2900319,210,Local,Rural,1000,Townway,3935521,Non-fed aid non-NHS,2,Y,6.95,2900319,9.05,RD INV 29 00319,83582,35,Posted,Rural,JOHNSON COVE RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,4747.623454,-67.45722534,44.60728752,No Damage,Control,141128,,4,25,14.7484477,4087.588848,0,99.09257493,2.970793582,4061.519399,325.13962515443905,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,21.519184,11.2676317,No Structure
100391,A,4,SA-002,311,Minor Collector,Rural,1600,State aid,3121942,Non-fed aid non-NHS,2,Y,1.74,2900370,4.67,RD INV 29 00370,42152,,Unposted,Rural,GREAT COVE RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,6625.367055,-67.50812638,44.64640505,No Damage,Control,141128,,4,25,15.34895749,2596.759048,0,92.12329078,2.459394991,2583.300665,163.62462564354416,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,21.519184,11.86814149,No Structure
156923,A,5,IR-2900372,220,Local,Rural,1000,Townway,5095436,Non-fed aid non-NHS,2,Y,0.56,2900372,0.599,RD INV 29 00372,36942,25,Posted,Rural,SCHOPPEE POINT RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,88.12578282,-67.48949616,44.60929775,No Damage,Control,141128,933.0628511,4,5,4.489520691,88.84969981,0,67.75848455,3.745624557,88.12578283,17.514218279569597,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,1.519184,1.008704691,No Structure
8174,A,4,SA-003,418,Minor Collector,Rural,1600,State aid,3113052,Non-fed aid non-NHS,2,Y,0,2900372,0.56,RD INV 29 00372,34444,25,Posted,Rural,SCHOPPEE POINT RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,1265.150178,-67.48250273,44.61152121,Damage,Damage,8174,,4,20,8.274165901,1273.3497,0,96.43121113,3.193120761,1265.150178,24.06193686858789,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,16.519184,4.793349901,No Structure
141129,A,5,IR-2900319,210,Local,Rural,1000,Townway,3935521,Non-fed aid non-NHS,2,Y,6.95,2900319,9.05,RD INV 29 00319,83582,35,Posted,Rural,JOHNSON COVE RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,4747.623454,-67.45722534,44.60728752,No Damage,Control,8174,,4,25,14.7484477,4087.588848,0,99.09257493,2.970793582,4061.519399,325.13962515443905,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,21.519184,11.2676317,No Structure
8171,A,4,SA-001,612,Minor Collector,Rural,1600,State aid,3113051,Non-fed aid non-NHS,2,Y,4.93,2900319,6.33,RD INV 29 00319,59201,,Unposted,Rural,ROQUE BLUFFS RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,3175.930458,-67.47813632,44.62600104,No Damage,Control,8174,,7,17,12.59785122,729.78443,0,92.74124875,2.151614766,726.4379427,677.9245267318055,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,3.519184,13.519184,9.11703522,Cross Culvert
141129,A,5,IR-2900319,210,Local,Rural,1000,Townway,3935521,Non-fed aid non-NHS,2,Y,6.95,2900319,9.05,RD INV 29 00319,83582,35,Posted,Rural,JOHNSON COVE RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,4747.623454,-67.45722534,44.60728752,No Damage,Control,8174,,4,25,14.7484477,4087.588848,0,99.09257493,2.970793582,4061.519399,325.13962515443905,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,21.519184,11.2676317,No Structure
100391,A,4,SA-002,311,Minor Collector,Rural,1600,State aid,3121942,Non-fed aid non-NHS,2,Y,1.74,2900370,4.67,RD INV 29 00370,42152,,Unposted,Rural,GREAT COVE RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,6625.367055,-67.50812638,44.64640505,No Damage,Control,8174,,4,25,15.34895749,2596.759048,0,92.12329078,2.459394991,2583.300665,163.62462564354416,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,21.519184,11.86814149,No Structure
156923,A,5,IR-2900372,220,Local,Rural,1000,Townway,5095436,Non-fed aid non-NHS,2,Y,0.56,2900372,0.599,RD INV 29 00372,36942,25,Posted,Rural,SCHOPPEE POINT RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,88.12578282,-67.48949616,44.60929775,No Damage,Control,8174,606.29642,4,5,4.489520691,88.84969981,0,67.75848455,3.745624557,88.12578283,17.514218279569597,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,1.519184,1.008704691,No Structure
113984,A,5,IR-2900372,220,Local,Rural,1000,Townway,5095436,Non-fed aid non-NHS,2,Y,0.599,2900372,1.2,RD INV 29 00372,75268,20,Posted,Rural,SCHOPPEE POINT RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,1369.037651,-67.4946298,44.61269746,Damage,Damage,113984,,3,16,8.122993404,1377.622095,0,98.87733726,2.929200432,1369.037651,41.50565172869513,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,-0.480816,12.519184,4.642177404,No Structure
141129,A,5,IR-2900319,210,Local,Rural,1000,Townway,3935521,Non-fed aid non-NHS,2,Y,6.95,2900319,9.05,RD INV 29 00319,83582,35,Posted,Rural,JOHNSON COVE RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,4747.623454,-67.45722534,44.60728752,No Damage,Control,113984,,4,25,14.7484477,4087.588848,0,99.09257493,2.970793582,4061.519399,325.13962515443905,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,21.519184,11.2676317,No Structure
8171,A,4,SA-001,612,Minor Collector,Rural,1600,State aid,3113051,Non-fed aid non-NHS,2,Y,4.93,2900319,6.33,RD INV 29 00319,59201,,Unposted,Rural,ROQUE BLUFFS RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,3175.930458,-67.47813632,44.62600104,No Damage,Control,113984,,7,17,12.59785122,729.78443,0,92.74124875,2.151614766,726.4379427,677.9245267318055,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,3.519184,13.519184,9.11703522,Cross Culvert
141129,A,5,IR-2900319,210,Local,Rural,1000,Townway,3935521,Non-fed aid non-NHS,2,Y,6.95,2900319,9.05,RD INV 29 00319,83582,35,Posted,Rural,JOHNSON COVE RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,4747.623454,-67.45722534,44.60728752,No Damage,Control,113984,,4,25,14.7484477,4087.588848,0,99.09257493,2.970793582,4061.519399,325.13962515443905,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,21.519184,11.2676317,No Structure
100391,A,4,SA-002,311,Minor Collector,Rural,1600,State aid,3121942,Non-fed aid non-NHS,2,Y,1.74,2900370,4.67,RD INV 29 00370,42152,,Unposted,Rural,GREAT COVE RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,6625.367055,-67.50812638,44.64640505,No Damage,Control,113984,,4,25,15.34895749,2596.759048,0,92.12329078,2.459394991,2583.300665,163.62462564354416,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,21.519184,11.86814149,No Structure
156923,A,5,IR-2900372,220,Local,Rural,1000,Townway,5095436,Non-fed aid non-NHS,2,Y,0.56,2900372,0.599,RD INV 29 00372,36942,25,Posted,Rural,SCHOPPEE POINT RD,Roque Bluffs,29390,Washington,29,Flexible,4,Eastern,88.12578282,-67.48949616,44.60929775,No Damage,Control,113984,555.0184384,4,5,4.489520691,88.84969981,0,67.75848455,3.745624557,88.12578283,17.514218279569597,Cutler Wharf,11.42,26.08,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Eastport,0.57,0.519184,1.519184,1.008704691,No Structure
127492,A,5,IR-2900636,560,Local,Rural,1000,Townway,5094809,Non-fed aid non-NHS,2,Y,0,2900636,0.47,RD INV 29 00636,99256,25,Posted,Rural,BAYVIEW ST,Milbridge,29310,Washington,29,Flexible,4,Eastern,1070.401667,-67.87718333,44.54473755,Damage,Damage,127492,,3,14,7.226941048,1075.138617,0,89.29337389,2.080722289,1070.401667,37.83622096296622,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,-0.096768,10.903232,4.130173048,No Structure
127490,E,5,IR-2900633,182,Local,Rural,1000,Townway,5094806,Non-fed aid non-NHS,2,Y,1.65,2900633,2.04,RD INV 29 00633,97610,25,Posted,Rural,RIM RD,Milbridge,29310,Washington,29,Flexible,4,Eastern,879.0868979,-67.87542159,44.54703135,No Damage,Control,127492,290.769543,13,16,14.13651323,883.368086,0,92.02103498,2.273570717,879.0868979,170.37657068037933,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,9.903232,12.903232,11.03974523,No Structure
150181,A,5,IR-2900636,50,Local,Rural,1000,Townway,230825,Non-fed aid non-NHS,2,Y,0.47,2900636,0.759,RD INV 29 00636,31285,25,Posted,Rural,KELLEY RD,Milbridge,29310,Washington,29,Flexible,4,Eastern,657.7695607,-67.87263501,44.54640547,No Damage,Control,127492,405.3605462,12,14,13.12897719,299.7605035,0,85.18797385,0.944322933,299.1226198,328.96386274014907,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,8.903232,10.903232,10.03220919,No Structure
127494,A,5,IR-2900631,560,Local,Rural,1000,Townway,5094811,Non-fed aid non-NHS,2,Y,0,2900631,0.25,RD INV 29 00631,64235,35,Posted,Rural,BACK BAY RD,Milbridge,29310,Washington,29,Flexible,4,Eastern,559.4028681,-67.88157441,44.54688667,No Damage,Control,127492,422.1359635,5,16,11.83263384,563.7410997,0,85.52296207,3.473537005,559.4028681,201.7871870804587,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,1.903232,12.903232,8.73586584,No Structure
11034,E,2,SH-0044,4500,Minor Arterial,Rural,2400,State hwy,2667133,Fed aid non-NHS,2,Y,65.11,0001A,65.28,US 1A,89005,35,Posted,Rural,BRIDGE ST,Milbridge,29310,Washington,29,Flexible,4,Eastern,384.568352,-67.88164242,44.54207735,No Damage,Control,127492,460.8469875,0,5,2.829151618,388.6143513,0,91.52151514,4.711927503,384.568352,7.399683275958778,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,-3.096768,1.903232,-0.267616382,Bridge
179287,A,2,SH-0044,3752,Minor Arterial,Rural,2400,State hwy,3113515,Fed aid non-NHS,2,Y,65.28,0001A,65.41,US 1A,74450,45,Posted,Rural,KENNEDY HWY,Milbridge,29310,Washington,29,Flexible,4,Eastern,303.7811366,-67.8830331,44.54412313,No Damage,Control,127492,468.5978125,4,5.9102,4.324163329,304.9212726,0,90.06559503,1.505318577,303.7811366,16.297762301134245,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Eastern Shelf,20.07,116.2,13.47,142.3,Mount Desert,1.74,0.903232,2.813432,1.227395329,No Structure
150872,E,5,IR-2900601,79,Local,Rural,1000,Townway,233454,Non-fed aid non-NHS,2,Y,8.8,2900601,9.09,RD INV 29 00601,9743,,Unposted,Rural,NARROWS RD,Addison,29010,Washington,29,Gravel,4,Eastern,660.2741873,-67.71278569,44.50024566,Damage,Damage,150872,,4,28,18.05294209,620.5806289,0,94.12199573,4.993503059,613.5477753,269.7996104965405,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,0.903232,24.903232,14.95617409,No Structure
150549,E,5,IR-2900601,248,Local,Rural,1000,Townway,232138,Non-fed aid non-NHS,2,Y,8.16,2900601,8.37,RD INV 29 00601,64079,,Unposted,Rural,NARROWS RD,Addison,29010,Washington,29,Flexible,4,Eastern,478.0391512,-67.71453709,44.50942414,No Damage,Control,150872,,10,23,15.78975779,356.6934523,0,98.92420732,4.855590591,352.7222026,263.804277,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,6.903232,19.903232,12.69298979,No Structure
149056,E,5,IR-2900601,338,Local,Rural,1000,Townway,230957,Non-fed aid non-NHS,2,Y,8.06,2900601,8.16,RD INV 29 00601,54551,,Unposted,Rural,NARROWS RD,Addison,29010,Washington,29,Flexible,4,Eastern,218.8235308,-67.71530884,44.51125733,No Damage,Control,150872,,9,10,9.540278585,219.7515357,0,75.20231344,2.333726678,218.8235308,145.24194715507906,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,5.903232,6.903232,6.443510585,No Structure
127663,E,5,IR-2901654,113,Local,Rural,1000,Townway,5095496,Non-fed aid non-NHS,2,Y,0,2901654,0.375,RD INV 29 01654,65941,,Unposted,Rural,MARSH ISLAND LN,Addison,29010,Washington,29,Gravel,4,Eastern,842.5354841,-67.71526812,44.50158056,No Damage,Control,150872,246.5636623,29,33,31.74710469,333.0480998,0,88.46710999,3.265519253,330.7520227,483.9825245681667,Bar Harbor,10.16,5888.6,Jonesport,5.97,144,3.39,144.49,Jonesport,22.3,135,13.93,143.06,Mount Desert,1.74,25.903232,29.903232,28.65033669,No Structure
